projection_mode,season,week,team,opponent_team,player_id,player_name,position,projected_carries,projected_yards_per_carry,projected_rushing_yards_raw,calibration_bucket,calibration_multiplier,projected_rushing_yards_calibrated,projected_rushing_yards,is_prop_candidate,overall_rank,team_rank,position_rank,confidence_score,confidence_bucket,quality_flags,usage_status,leakage_status
historical_test,2025,1,TEN,HOU,00-0035261,T.Pollard,RB,13.918439185140803,4.167042455777624,57.99872700264064,40-60,1.024818045751556,59.43814206292419,59.43814206292419,True,11,1,11,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NO,WAS,00-0033906,A.Kamara,RB,13.839074105775724,4.1658817979661125,57.65194691795524,40-60,1.024818045751556,59.08275557423134,59.08275557423134,True,12,1,12,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIN,LA,00-0033293,A.Jones,RB,12.983851371520732,4.413459105324251,57.303697057814944,40-60,1.024818045751556,58.725862833129106,58.725862833129106,True,13,1,13,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BUF,KC,00-0037248,J.Cook,RB,12.267123395667118,4.655408156351868,57.108466311163525,40-60,1.024818045751556,58.525786840875185,58.525786840875185,True,14,1,14,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,HOU,00-0036158,J.Dobbins,RB,12.737486804188425,4.441173140918387,56.56938427756402,40-60,1.024818045751556,57.97332584470196,57.97332584470196,True,15,1,15,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TB,WAS,00-0039361,B.Irving,RB,11.251772518474136,4.971103261551546,55.93372306482283,40-60,1.024818045751556,57.32188876290047,57.32188876290047,True,16,1,16,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SF,BUF,00-0033280,C.McCaffrey,RB,12.30974353296689,4.373610221619038,53.83802014129284,40-60,1.024818045751556,55.17417458833264,55.17417458833264,True,17,1,17,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PIT,BAL,00-0036893,N.Harris,RB,13.112883629585248,4.062473353636263,53.27074033452324,40-60,1.024818045751556,54.5928160053647,54.5928160053647,True,18,1,18,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CHI,GB,00-0036275,D.Swift,RB,12.977262714552568,4.045669349736073,52.50171400773807,40-60,1.024818045751556,53.80470394801723,53.80470394801723,True,19,1,19,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DAL,WAS,00-0036139,R.Dowdle,RB,11.731886154837772,4.441187996153519,52.10351196310518,40-60,1.024818045751556,53.396619306822274,53.396619306822274,True,20,1,20,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DET,WAS,00-0035685,D.Montgomery,RB,11.834064185140804,4.276445523456308,50.60773080884002,40-60,1.024818045751556,51.86371578743624,51.86371578743624,True,21,2,21,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,MIA,00-0038120,B.Hall,RB,11.722416457868077,4.250593139972345,49.827222979712964,40-60,1.024818045751556,51.063837279296465,51.063837279296465,True,22,1,22,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
