projection_mode,season,week,team,opponent_team,player_id,player_name,position,projected_pass_attempts_calibrated,projected_yards_per_attempt,projected_passing_yards_raw,calibration_bucket,calibration_multiplier,projected_passing_yards_calibrated,projected_passing_yards,is_prop_candidate,overall_rank,team_rank,position_rank,confidence_score,confidence_bucket,quality_flags,usage_status,leakage_status
historical_test,2025,1,CLE,BAL,00-0038108,B.Zappe,QB,7.177824932196049,6.09491301588379,43.748218604976884,0-150,0.9596007901016658,41.98082513887621,41.98082513887621,False,76,5,76,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DET,JAX,00-0038550,H.Hooker,QB,5.800245381799436,6.943339937428993,40.273075406336105,0-150,0.9596007901016658,38.64607497974409,38.64607497974409,False,77,2,77,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DAL,WAS,00-0037012,T.Lance,QB,5.997905231156688,6.662581129840916,39.961530211678664,0-150,0.9596007901016658,38.347115964798434,38.347115964798434,False,78,3,78,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYG,BAL,00-0034177,T.Boyle,QB,6.617512714009971,5.831479919931178,38.58989251163842,0-150,0.9596007901016658,37.03089134410658,37.03089134410658,False,79,4,79,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PHI,KC,00-0038102,K.Pickett,QB,5.640823706498508,6.758067211436414,38.121065736380785,0-150,0.9596007901016658,36.58100480014854,36.58100480014854,False,80,3,80,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,KC,DEN,00-0032950,C.Wentz,QB,5.648837963747445,6.565793357801629,37.089102781670654,0-150,0.9596007901016658,35.59073233345305,35.59073233345305,False,81,3,81,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PIT,DAL,00-0034577,K.Allen,QB,3.2984144250158556,11.0,36.282558675174414,0-150,0.9596007901016658,34.816771971607416,34.816771971607416,False,82,3,82,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,BUF,00-0028118,T.Taylor,QB,5.527078473854431,6.453070910526302,35.666629319826136,0-150,0.9596007901016658,34.2257256755684,34.2257256755684,False,83,4,83,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BUF,DEN,00-0033869,M.Trubisky,QB,5.263374172406393,6.7042871773236,35.287171973520394,0-150,0.9596007901016658,33.86159810624353,33.86159810624353,False,84,2,84,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,TEN,00-0036898,D.Mills,QB,5.640156298232212,6.020094323393904,33.954272914042114,0-150,0.9596007901016658,32.582547115642406,32.582547115642406,False,85,3,85,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BUF,NE,00-0034401,M.White,QB,6.68293585192713,4.9392995333885885,33.00902193508954,0-150,0.9596007901016658,31.67548352939514,31.67548352939514,False,86,3,86,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,NE,00-0031800,T.Heinicke,QB,5.083421711375451,6.314309204568472,32.09829650284123,0-150,0.9596007901016658,30.801550685043978,30.801550685043978,False,87,3,87,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NO,WAS,00-0038998,J.Haener,QB,4.640518481912967,6.177527971617026,28.66693272482313,0-150,0.9596007901016658,27.508811292531576,27.508811292531576,False,88,3,88,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,BAL,00-0038583,D.Thompson-Robinson,QB,5.235617110816299,4.7604692258921055,24.923994134595127,0-150,0.9596007901016658,23.917084464046766,23.917084464046766,False,89,6,89,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,ARI,SF,00-0038582,C.Tune,QB,5.357418943977385,4.634161193467639,24.827142967328378,0-150,0.9596007901016658,23.824146007415326,23.824146007415326,False,90,2,90,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BAL,HOU,00-0026300,J.Johnson,QB,3.7791423965803537,6.087784381873437,23.00660405877763,0-150,0.9596007901016658,22.077155432359202,22.077155432359202,False,91,2,91,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TB,CAR,00-0036928,K.Trask,QB,4.110067136884383,4.87111771520677,20.020620841166686,0-150,0.9596007901016658,19.21180357750943,19.21180357750943,False,92,2,92,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DET,WAS,00-0031237,T.Bridgewater,QB,4.218995825915636,4.22111771520677,17.80887802115591,0-150,0.9596007901016658,17.0894134199254,17.0894134199254,False,93,3,93,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
