line,rank,player_name,team,opponent,position,calibrated_projection,model_over_probability,confidence_tier,flags,usage_status,notes
3.5,24,D.Montgomery,DET,WAS,RB,5.825244157887851,0.7144575447874648,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,25,B.Robinson,WAS,PHI,RB,5.796725935410487,0.7120921475093798,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,1,J.Taylor,IND,JAX,RB,14.714235572200463,0.9935821817157631,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,2,D.Henry,BAL,BUF,RB,14.70748572420501,0.9935524448598121,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,3,B.Robinson,ATL,CAR,RB,14.253459230476937,0.9912503900129286,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,4,S.Barkley,PHI,KC,RB,11.597620949372056,0.9581005168212773,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,5,J.Mixon,HOU,KC,RB,9.958632501037004,0.9082048518321671,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,6,T.Pollard,TEN,HOU,RB,9.934639469149408,0.9072379275099127,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,7,R.Dowdle,DAL,WAS,RB,9.510990683979092,0.8889060721594486,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,8,B.Irving,TB,WAS,RB,8.649815168553095,0.8439773035929661,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,9,D.Swift,CHI,GB,RB,8.525546005271234,0.8366213082447742,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,10,C.Hubbard,CAR,ARI,RB,8.479818811072214,0.8338587304795229,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,11,J.Cook,BUF,KC,RB,8.302932565854961,0.8228900618470911,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,12,T.Etienne,JAX,IND,RB,8.221121594455049,0.8176657259031972,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,13,A.Jones,MIN,LA,RB,8.171539962267742,0.8144531351488631,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,14,K.Walker,SEA,MIN,RB,7.669896167484988,0.7800081407360264,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,15,T.Allgeier,ATL,CAR,RB,7.616988634553649,0.7761729699763595,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,16,R.White,TB,WAS,RB,7.396247139956839,0.7597681230101233,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,17,J.Jacobs,GB,PHI,RB,7.395037398519733,0.7596764490484014,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,18,T.Bigsby,JAX,IND,RB,7.309434882654873,0.7531413663734807,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,19,C.Brown,CIN,DEN,RB,7.113046577439101,0.737796268192401,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,20,J.Conner,ARI,LA,RB,6.2613690922643,0.6660705546652486,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,21,N.Harris,PIT,BAL,RB,6.209308017185189,0.6614434457330429,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,22,J.Dobbins,LAC,HOU,RB,6.190958558024488,0.6598067024244497,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,23,J.Gibbs,DET,WAS,RB,6.177847928971912,0.6586354053349608,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,24,D.Montgomery,DET,WAS,RB,5.825244157887851,0.6265931891180376,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
4.5,25,B.Robinson,WAS,PHI,RB,5.796725935410487,0.6239594077044941,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,1,J.Taylor,IND,JAX,RB,14.714235572200463,0.987605871260834,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,2,D.Henry,BAL,BUF,RB,14.70748572420501,0.987552956113833,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,3,B.Robinson,ATL,CAR,RB,14.253459230476937,0.983514512823876,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,4,S.Barkley,PHI,KC,RB,11.597620949372056,0.9312871237386996,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,5,J.Mixon,HOU,KC,RB,9.958632501037004,0.8612982617695903,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,6,T.Pollard,TEN,HOU,RB,9.934639469149408,0.8600014249329084,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,7,R.Dowdle,DAL,WAS,RB,9.510990683979092,0.8357452140209315,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,8,B.Irving,TB,WAS,RB,8.649815168553095,0.7785569639271862,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,9,D.Swift,CHI,GB,RB,8.525546005271234,0.76945568837942,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,10,C.Hubbard,CAR,ARI,RB,8.479818811072214,0.7660548128432494,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
5.5,11,J.Cook,BUF,KC,RB,8.302932565854961,0.7526411074586423,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
